Category;Subcategory;Supplier;Brand;Region;Year;Month;Units Month;Values Month
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2019;11;931;$7742
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2019;12;1407;$12019
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;1;1218;$10321,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;2;1648,5;$14238
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;3;1911;$15886,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;4;1858,5;$16306,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;5;1081,5;$8967
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;6;1407;$11802
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;7;1365;$11791,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;8;1197;$10174,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;9;1764;$14826
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;10;2226;$19225,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;11;1606,5;$14185,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2020;12;2341,5;$20191,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;1;3670,8;$31845,8
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;2;2978,5;$26001,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;3;3960,6;$33665,1
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;4;3477,6;$30557,8
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;5;3316,6;$28802,9
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;6;2141,3;$18305,7
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;7;3477,6;$31169,6
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;8;3187,8;$28690,2
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;9;3091,2;$27901,3
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;10;3815,7;$34405,7
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;11;3348,8;$30251,9
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2021;12;3220;$29253,7
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;1;3801;$34062
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;2;4620;$42063
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;3;4494;$40656
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;4;5292;$46263
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;5;5292;$47271
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;6;5208;$47208
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;7;4515;$40950
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;8;7161;$64953
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;9;5691;$51240
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;10;5733;$51282
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;11;6993;$63378
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2022;12;6678;$62328
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2023;1;9352;$88704
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2023;2;9464;$90552
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;North;2023;3;11172;$106736
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;1;154;$1256,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;2;115,5;$934,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;3;245;$1918
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;4;203;$1624
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;5;255,5;$2065
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;6;171,5;$1477
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;7;94,5;$693
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;8;101,5;$864,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;9;101,5;$941,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;10;203;$1589
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;11;73,5;$665
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2018;12;189;$1641,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;1;182;$1638
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;2;119;$994
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;3;91;$658
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;4;399;$3157
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;5;462;$4060
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;7;308;$2555
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;8;231;$1645
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;9;217;$1694
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;10;147;$1267
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;11;28;$175
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2019;12;259;$2128
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;1;157,5;$1165,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;2;241,5;$2100
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;3;315;$2331
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;4;220,5;$1596
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;5;189;$1491
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;6;651;$5449,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;7;241,5;$2173,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;8;430,5;$3622,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;9;735;$6069
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;10;136,5;$1102,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;11;766,5;$5817
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2020;12;189;$1543,5
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;1;273,7;$2060,8
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;2;466,9;$3719,1
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;3;466,9;$4169,9
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;4;257,6;$1915,9
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;5;466,9;$3751,3
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;6;515,2;$4250,4
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;7;595,7;$4991
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;8;901,6;$8114,4
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;9;466,9;$4057,2
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;10;241,5;$1803,2
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;11;1014,3;$8903,3
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2021;12;515,2;$4411,4
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;1;735;$6636
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;2;1344;$12243
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;3;1176;$10626
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;4;882;$7896
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;5;1575;$13755
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;6;1449;$13104
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;7;945;$8190
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;8;2121;$18753
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;9;798;$6951
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;10;1974;$16947
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;11;1575;$14070
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2022;12;1827;$16611
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2023;1;2688;$24724
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2023;2;2016;$19544
Shampoo;Organic;GreenLeaf Distributors;Lavender Bloom;South;2023;3;3920;$38304
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;1;616;$3321,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;2;413;$2240
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;3;346,5;$1876
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;4;350;$1897
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;5;458,5;$2467,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;6;476;$2586,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;7;308;$1648,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;8;528,5;$2863
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;9;353,5;$1904
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;10;413;$2236,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;11;308;$1655,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2018;12;374,5;$2030
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;1;721;$3899
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;2;644;$3458
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;3;637;$3444
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;4;840;$4522
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;5;441;$2373
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;6;791;$4284
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;7;637;$3444
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;8;791;$4256
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;9;679;$3647
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;10;560;$3017
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;11;329;$1799
Shampoo;Organic;Sparkle & Shine;Wave;Center;2019;12;273;$1505
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;1;346,5;$1890
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;2;105;$546
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;3;168;$924
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;4;199,5;$1092
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;5;31,5;$147
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;6;94,5;$483
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;7;63;$357
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;8;84;$483
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;9;84;$483
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;11;52,5;$262,5
Shampoo;Organic;Sparkle & Shine;Wave;Center;2020;12;31,5;$147
Shampoo;Organic;Sparkle & Shine;Wave;Center;2021;1;144,9;$788,9
Shampoo;Organic;Sparkle & Shine;Wave;Center;2021;2;32,2;$193,2
Shampoo;Organic;Sparkle & Shine;Wave;Center;2021;4;32,2;$177,1
Shampoo;Organic;Sparkle & Shine;Wave;Center;2021;5;64,4;$370,3
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;1;1029;$5551
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;2;1057;$5701,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;3;945;$5103
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;4;871,5;$4700,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;5;756;$4077,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;6;1018,5;$5495
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;7;829,5;$4480
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;8;836,5;$4529
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;9;696,5;$3755,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;10;682,5;$3682
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;11;843,5;$4557
Shampoo;Organic;Sparkle & Shine;Wave;North;2018;12;738,5;$3983
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;1;1785;$9632
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;2;1540;$8316
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;3;1330;$7168
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;4;1407;$7574
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;5;1309;$7070
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;6;1113;$6013
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;7;1827;$9891
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;8;2359;$12747
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;9;1071;$5789
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;10;2016;$10871
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;11;1246;$6713
Shampoo;Organic;Sparkle & Shine;Wave;North;2019;12;1141;$6188
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;1;1417,5;$7665
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;2;766,5;$4084,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;3;703,5;$3759
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;4;210;$1134
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;5;462;$2530,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;6;147;$819
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;7;84;$472,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;8;199,5;$1081,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;9;73,5;$409,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;10;52,5;$262,5
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;11;73,5;$399
Shampoo;Organic;Sparkle & Shine;Wave;North;2020;12;94,5;$504
Shampoo;Organic;Sparkle & Shine;Wave;North;2021;1;32,2;$161
Shampoo;Organic;Sparkle & Shine;Wave;North;2021;2;96,6;$499,1
Shampoo;Organic;Sparkle & Shine;Wave;North;2021;3;64,4;$338,1
Shampoo;Organic;Sparkle & Shine;Wave;North;2021;4;80,5;$483
Shampoo;Organic;Sparkle & Shine;Wave;North;2021;5;32,2;$161
Shampoo;Organic;Sparkle & Shine;Wave;North;2022;2;105;$588
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;1;913,5;$4931,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;2;871,5;$4718
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;3;941,5;$5096
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;4;437,5;$2359
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;5;710,5;$3836
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;6;598,5;$3216,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;7;871,5;$4718
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;8;595;$3206
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;9;511;$2772
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;10;791;$4277
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;11;808,5;$4357,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2018;12;787,5;$4263
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;1;1078;$5845
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;2;1036;$5600
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;3;1470;$7924
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;4;1470;$7924
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;5;1218;$6559
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;6;1127;$6104
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;7;1134;$6160
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;8;1085;$5880
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;9;1092;$5929
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;10;987;$5341
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;11;406;$2170
Shampoo;Organic;Sparkle & Shine;Wave;South;2019;12;385;$2086
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;1;651;$3517,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;2;157,5;$840
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;3;283,5;$1554
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;4;168;$934,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;7;84;$430,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;8;31,5;$178,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;10;94,5;$504
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;11;21;$136,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2020;12;73,5;$388,5
Shampoo;Organic;Sparkle & Shine;Wave;South;2021;1;64,4;$322
Shampoo;Organic;Sparkle & Shine;Wave;South;2021;2;48,3;$273,7
Shampoo;Organic;Sparkle & Shine;Wave;South;2021;7;64,4;$354,2
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2019;7;140;$1365
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2019;10;49;$518
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2020;10;346,5;$3339
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2020;11;42;$556,5
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;1;64,4;$772,8
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;3;386,4;$3847,9
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;4;112,7;$917,7
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;5;64,4;$805
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;6;112,7;$1127
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;7;177,1;$1626,1
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;8;209,3;$2189,6
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;10;112,7;$1030,4
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2021;11;112,7;$917,7
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;2;462;$4746
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;4;231;$2478
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;5;273;$2520
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;7;84;$819
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;8;84;$924
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;10;273;$2814
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;11;147;$1428
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2022;12;84;$882
Shampoo;Organic;Superior Supplies Co.;Charisma;Center;2023;2;112;$1232
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;1;9474,5;$94538,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;2;6230;$62195
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;3;4651,5;$46459
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;4;3916,5;$39091,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;5;5019;$50081,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;6;3717;$37114
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;7;2943,5;$29340,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;8;3496,5;$34898,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;9;3419,5;$34156,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;10;2796,5;$27909
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;11;2758;$27517
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2018;12;2646;$26383
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;1;4536;$45360
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;2;4354;$43442
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;3;6622;$66101
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;4;6006;$60046
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;5;4550;$45500
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;6;4368;$43617
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;7;4095;$40810
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;8;3983;$39830
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;9;3171;$31598
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;10;1827;$18200
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;11;1673;$16681
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2019;12;1456;$14546
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;1;3402;$33873
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;2;3150;$31363,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;3;1428;$14143,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;4;2257,5;$22585,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;5;2068,5;$20695,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;6;2163;$21588
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;7;3034,5;$30303
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;8;2373;$23667
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;9;2226;$22354,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;10;1543,5;$15319,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;11;1680;$16789,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2020;12;2436;$24349,5
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;1;3284,4;$32715,2
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;2;2785,3;$27965,7
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;3;2785,3;$27965,7
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;4;3413,2;$34164,2
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;5;4202,1;$41956,6
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;6;5812,1;$57927,8
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;7;3767,4;$37722,3
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;8;4830;$48235,6
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;9;3638,6;$36064
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;10;3767,4;$37835
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;11;2753,1;$27498,8
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2021;12;2817,5;$28142,8
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;1;3549;$35322
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;2;3213;$31962
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;3;3444;$34272
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;4;3591;$35826
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;5;3780;$37758
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;6;4137;$41244
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;7;3255;$32571
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;8;3360;$33663
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;9;3402;$34041
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;10;2352;$23184
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;11;1848;$18249
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2022;12;2940;$29442
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2023;1;3444;$34524
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2023;2;3556;$35448
Shampoo;Organic;Superior Supplies Co.;Charisma;North;2023;3;3444;$34160
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2018;11;161;$1571,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2018;12;192,5;$1900,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;1;980;$9814
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;2;784;$7756
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;3;1183;$11788
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;4;1337;$13349
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;5;917;$9247
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;6;1148;$11480
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;7;826;$8204
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;8;1106;$10962
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;9;658;$6608
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;10;840;$8463
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;11;616;$6055
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2019;12;749;$7483
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;1;735;$7339,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;2;829,5;$8211
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;3;829,5;$8326,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;4;966;$9544,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;5;756;$7539
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;6;1333,5;$13198,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;7;462;$4599
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;8;693;$6783
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;9;556,5;$5449,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;10;1123,5;$11340
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;11;892,5;$9061,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2020;12;619,5;$6163,5
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2021;1;708,4;$6987,4
Shampoo;Organic;Superior Supplies Co.;Charisma;South;2021;2;805;$8211
